RF00054	SNORD25	Small nucleolar RNA SNORD25	Gene; snRNA; snoRNA; CD-box;	87
RF00055	SNORD96	Small nucleolar RNA SNORD96 family	Gene; snRNA; snoRNA; CD-box;	85
RF00056	SNORA71	Small nucleolar RNA SNORA71	Gene; snRNA; snoRNA; HACA-box;	134
RF00057	RyhB	RyhB RNA	Gene; sRNA;	67
RF00058	HgcF	HgcF RNA (Pab35)	Gene; snRNA; snoRNA; HACA-box;	168
RF00059	TPP	TPP riboswitch (THI element)	Cis-reg; riboswitch;	105
RF00060	HgcE	HgcE RNA (Pab105)	Gene; snRNA; snoRNA; HACA-box;	130
RF00061	IRES_HCV	Hepatitis C virus internal ribosome entry site	Cis-reg; IRES;	255
RF00062	HgcC	HgcC family RNA	Gene;	130
RF00063	SscA	SscA RNA	Gene;	96
RF00064	HgcG	HgcG RNA (Pab40)	Gene; snRNA; snoRNA; HACA-box;	276
RF00065	snoR9	Small nucleolar RNA snoR9	Gene; snRNA; snoRNA; CD-box;	128
RF00066	U7	U7 small nuclear RNA	Gene; snRNA;	63
RF00067	SNORD15	Small nucleolar RNA SNORD15	Gene; snRNA; snoRNA; CD-box;	145
RF00068	SNORD21	Small nucleolar RNA SNORD21	Gene; snRNA; snoRNA; CD-box;	95
RF00069	SNORD24	Small nucleolar RNA SNORD24	Gene; snRNA; snoRNA; CD-box;	76
RF00070	SNORD29	Small nucleolar RNA SNORD29	Gene; snRNA; snoRNA; CD-box;	65
RF00071	SNORD73	Small nucleolar RNA SNORD73	Gene; snRNA; snoRNA; CD-box;	72
RF00072	SNORA75	Small nucleolar RNA SNORA75	Gene; snRNA; snoRNA; HACA-box;	134
RF00073	mir-156	mir-156 microRNA precursor	Gene; miRNA;	88
RF00074	mir-29	mir-29 microRNA precursor	Gene; miRNA;	71
RF00075	mir-166	mir-166 microRNA precursor	Gene; miRNA;	126
RF00076	mir-181	mir-181 microRNA precursor	Gene; miRNA;	76
RF00077	SraB	SraB RNA	Gene; sRNA;	169
RF00078	MicA	MicA sRNA	Gene; sRNA;	75
RF00079	OmrA-B	OmrA-B family	Gene; sRNA;	87
RF00080	yybP-ykoY	yybP-ykoY manganese riboswitch	Cis-reg; riboswitch;	175
RF00081	ArcZ	ArcZ RNA	Gene; sRNA;	106
RF00082	SraG	SraG RNA	Gene; sRNA;	177
RF00083	GlmZ_SraJ	GlmZ RNA activator of glmS mRNA	Gene; sRNA;	212
RF00084	CsrC	CsrC RNA family	Gene; sRNA;	255
RF00085	SNORD28	Small nucleolar RNA SNORD28	Gene; snRNA; snoRNA; CD-box;	77
RF00086	SNORD27	Small nucleolar RNA SNORD27	Gene; snRNA; snoRNA; CD-box;	71
RF00087	SNORD26	Small nucleolar RNA SNORD26	Gene; snRNA; snoRNA; CD-box;	76
RF00088	SNORD30	Small nucleolar RNA SNORD30	Gene; snRNA; snoRNA; CD-box;	70
RF00089	SNORD31	Small nucleolar RNA SNORD31	Gene; snRNA; snoRNA; CD-box;	69
RF00090	SNORA74	Small nucleolar RNA SNORA74	Gene; snRNA; snoRNA; HACA-box;	201
RF00091	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family	Gene; snRNA; snoRNA; HACA-box;	156
RF00092	SNORA63	Small nucleolar RNA SNORA63	Gene; snRNA; snoRNA; HACA-box;	130
RF00093	SNORD18	Small nucleolar RNA SNORD18	Gene; snRNA; snoRNA; CD-box;	73
RF00094	HDV_ribozyme	Hepatitis delta virus ribozyme	Gene; ribozyme;	91
RF00095	snoPyro_CD	Pyrococcus C/D box small nucleolar RNA	Gene; snRNA; snoRNA; CD-box;	58
RF00096	U8	U8 small nucleolar RNA	Gene; snRNA; snoRNA; CD-box;	135
RF00097	snoR71	Plant small nucleolar RNA R71	Gene; snRNA; snoRNA; CD-box;	107
RF00099	SNORD22	Small nucleolar RNA SNORD22	Gene; snRNA; snoRNA; CD-box;	126
RF00100	7SK	7SK RNA	Gene;	330
RF00101	SraC_RyeA	SraC/RyeA RNA	Gene; sRNA;	145
RF00102	VA	VA RNA	Gene;	159
RF00103	mir-1	mir-1 microRNA precursor family	Gene; miRNA;	77
RF00104	mir-10	mir-10 microRNA precursor family	Gene; miRNA;	75
RF00105	SNORD115	Small nucleolar RNA SNORD115	Gene; snRNA; snoRNA; CD-box;	82
RF00106	RNAI	RNAI	Gene; antisense;	102
RF00107	FinP	FinP	Gene;	79
RF00108	SNORD116	Small nucleolar RNA SNORD116	Gene; snRNA; snoRNA; CD-box;	92
RF00109	Vimentin3	Vimentin 3' UTR protein-binding region	Cis-reg;	67
RF00110	RybB	RybB RNA	Gene; sRNA;	79
RF00111	SdsR_RyeB	SdsR_RyeB RNA	Gene; sRNA;	100
RF00112	CyaR_RyeE	CyaR/Rye RNA	Gene; sRNA;	85
RF00113	SIB_RNA	Short Intergenic Abundant RNA	Gene; antitoxin;	147
RF00114	S15	Ribosomal S15 leader	Cis-reg; leader;	117
RF00115	McaS	McaS/IsrA RNA	Gene; sRNA;	96
RF00116	C0465	C0465 RNA	Gene; sRNA;	78
RF00117	C0719	C0719 RNA	Gene; sRNA;	222
RF00118	rydB	rydB RNA	Gene; sRNA;	62
RF00119	C0299	C0299 RNA	Gene; sRNA;	79
RF00121	MicC	MicC RNA	Gene; sRNA;	123
RF00122	GadY	GadY	Gene; sRNA;	114
RF00124	IS102	IS102 RNA	Gene; sRNA;	206
RF00125	IS128	IS128 RNA	Gene; sRNA;	209
RF00126	ryfA	ryfA RNA	Gene; sRNA;	296
RF00127	t44	t44 RNA	Gene; sRNA;	97
RF00128	GlmY_tke1	Glm Y RNA activator of glmS mRNA	Gene; sRNA;	163
RF00129	mir-103	mir-103/107 microRNA precursor	Gene; miRNA;	78
RF00130	mir-192	mir-192/215 microRNA precursor	Gene; miRNA;	106
RF00131	mir-30	mir-30 microRNA precursor	Gene; miRNA;	60
RF00132	snoR24	Small nucleolar RNA R24	Gene; snRNA; snoRNA; CD-box;	97
RF00133	SNORD33	Small nucleolar RNA Z195/SNORD33/SNORD32 family	Gene; snRNA; snoRNA; CD-box;	85
RF00134	snoZ196	Small nucleolar RNA Z196/R39/R59 family	Gene; snRNA; snoRNA; CD-box;	85
RF00135	snoZ223	Small nucleolar RNA Z223	Gene; snRNA; snoRNA; CD-box;	94
RF00136	SNORD81	Small nucleolar RNA SNORD81	Gene; snRNA; snoRNA; CD-box;	77
RF00137	SNORD83	Small nucleolar RNA SNORD83	Gene; snRNA; snoRNA; CD-box;	78
RF00138	SNORD16	Small nucleolar RNA SNORD16	Gene; snRNA; snoRNA; CD-box;	100
RF00139	SNORA72	Small nucleolar RNA SNORA72	Gene; snRNA; snoRNA; HACA-box;	132
RF00140	Alpha_RBS	Alpha operon ribosome binding site	Cis-reg;	110
RF00142	snoZ118	Small nucleolar RNA Z118/Z121/Z120	Gene; snRNA; snoRNA; CD-box;	108
RF00143	mir-6	mir-6 microRNA precursor	Gene; miRNA;	77
RF00144	mir-199	mir-199 microRNA precursor	Gene; miRNA;	102
RF00145	snoZ105	Small nucleolar RNA Z105	Gene; snRNA; snoRNA; CD-box;	72
RF00147	SNORD34	Small nucleolar RNA SNORD34	Gene; snRNA; snoRNA; CD-box;	80
RF00149	snoZ103	Small nucleolar RNA Z103	Gene; snRNA; snoRNA; CD-box;	100
RF00150	SNORD42	Small nucleolar RNA SNORD42	Gene; snRNA; snoRNA; CD-box;	68
RF00151	SNORD58	Small nucleolar RNA SNORD58	Gene; snRNA; snoRNA; CD-box;	65
RF00152	SNORD79	Small nucleolar RNA SNORD79	Gene; snRNA; snoRNA; CD-box;	83
RF00153	SNORD62	Small nucleolar RNA SNORD62	Gene; snRNA; snoRNA; CD-box;	86
RF00154	SNORD63	Small nucleolar RNA SNORD63	Gene; snRNA; snoRNA; CD-box;	70
RF00155	SNORA66	Small nucleolar RNA SNORA66	Gene; snRNA; snoRNA; HACA-box;	133
RF00156	SNORA70	Small nucleolar RNA SNORA70	Gene; snRNA; snoRNA; HACA-box;	135
RF00157	SNORD39	Small nucleolar RNA SNORD55/SNORD39	Gene; snRNA; snoRNA; CD-box;	80
RF00158	SNORD82	Small nucleolar RNA SNORD82	Gene; snRNA; snoRNA; CD-box;	70
RF00159	snoZ168	Small nucleolar RNA Z168/Z174	Gene; snRNA; snoRNA; CD-box;	82
RF00160	snoZ159	Small nucleolar RNA Z159/U59	Gene; snRNA; snoRNA; CD-box;	87
RF00161	nos_TCE	Nanos 3' UTR translation control element	Cis-reg;	64
RF00162	SAM	SAM riboswitch (S box leader)	Cis-reg; riboswitch;	108
RF00163	Hammerhead_1	Hammerhead ribozyme (type I)	Gene; ribozyme;	46
RF00164	s2m	Coronavirus 3' stem-loop II-like motif (s2m)	Cis-reg;	43
RF00165	Corona_pk3	Coronavirus 3' UTR pseudoknot	Cis-reg;	61
RF00166	PrrB_RsmZ	PrrB/RsmZ RNA family	Gene; sRNA;	133
RF00167	Purine	Purine riboswitch	Cis-reg; riboswitch;	102
RF00168	Lysine	Lysine riboswitch	Cis-reg; riboswitch;	183
RF00169	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	Gene;	97
RF00170	msr	Retron msr RNA	Gene;	72
RF00171	Tombus_5	Tombusvirus 5' UTR	Cis-reg;	166
RF00172	CAESAR	ctgf/hcs24 CAESAR	Cis-reg;	80
RF00173	Hairpin	Hairpin ribozyme	Gene; ribozyme;	52
RF00174	Cobalamin	Cobalamin riboswitch	Cis-reg; riboswitch;	191
RF00175	HIV-1_DIS	Human immunodeficiency virus type 1 dimerisation initiation site	Cis-reg;	40
RF00176	Tombus_3_IV	Tombusvirus 3' UTR region IV	Cis-reg;	92
RF00177	SSU_rRNA_bacteria	Bacterial small subunit ribosomal RNA	Gene; rRNA;	1533
RF00178	mir-24	mir-24 microRNA precursor family	Gene; miRNA;	68
RF00179	GAIT	GAIT element	Cis-reg;	71
RF00180	REN-SRE	Renin stability regulatory element (REN-SRE)	Cis-reg;	37
RF00181	SNORD113	Small nucleolar RNA SNORD113/SNORD114 family	Gene; snRNA; snoRNA; CD-box;	75
RF00182	Corona_package	Coronavirus packaging signal	Cis-reg;	129
RF00183	G-CSF_SLDE	G-CSF factor stem-loop destabilising element (SLDE)	Cis-reg;	96
RF00184	PVX_3	Potato virus X cis-acting regulatory element	Cis-reg;	54
RF00185	Flavi_CRE	Flavivirus 3' UTR cis-acting replication element (CRE)	Cis-reg;	96
RF00186	SNORD101	Small nucleolar RNA SNORD101	Gene; snRNA; snoRNA; CD-box;	73
RF00187	SNORD102	Small nucleolar RNA SNORD102	Gene; snRNA; snoRNA; CD-box;	72
RF00188	SNORD103	Small nucleolar RNA SNORD103/SNORD85	Gene; snRNA; snoRNA; CD-box;	83
RF00189	SNORD95	Small nucleolar RNA SNORD95	Gene; snRNA; snoRNA; CD-box;	68
RF00190	SNORA16	Small nucleolar RNA SNORA16B/SNORA16A family	Gene; snRNA; snoRNA; HACA-box;	135
RF00191	SNORA57	Small nucleolar RNA SNORA57	Gene; snRNA; snoRNA; HACA-box;	148
RF00192	BLV_package	Bovine leukaemia virus RNA packaging signal	Cis-reg;	55
RF00193	CTV_rep_sig	Citrus tristeza virus replication signal	Cis-reg;	273
RF00194	Rubella_3	Rubella virus 3' cis-acting element	Cis-reg;	68
RF00195	RsmY	RsmY RNA family	Gene; sRNA;	121
RF00196	AMV_RNA1_SL	Alfalfa mosaic virus RNA 1 5' UTR stem-loop	Cis-reg;	35
RF00198	SL1	SL1 RNA	Gene;	103
RF00199	SL2	SL2 RNA	Gene;	110
RF00200	snoZ199	Small nucleolar RNA Z199	Gene; snRNA; snoRNA; CD-box;	84
RF00201	snoZ278	Small nucleolar RNA Z278	Gene; snRNA; snoRNA; CD-box;	115
RF00202	snoR66	Small nucleolar RNA R66	Gene; snRNA; snoRNA; CD-box;	76
RF00203	snoR160	Small nucleolar RNA R160	Gene; snRNA; snoRNA; CD-box;	80
RF00204	snoR12	Small nucleolar RNA R12	Gene; snRNA; snoRNA; CD-box;	83
RF00205	snoR41	Small nucleolar RNA R41	Gene; snRNA; snoRNA; CD-box;	97
RF00206	U54	Small nucleolar RNA U54	Gene; snRNA; snoRNA; CD-box;	81
RF00207	K10_TLS	K10 transport/localisation element (TLS)	Cis-reg;	44
RF00208	snoR72	Small nucleolar RNA R72	Gene; snRNA; snoRNA; CD-box;	87
RF00209	IRES_Pesti	Pestivirus internal ribosome entry site (IRES)	Cis-reg; IRES;	274
RF00210	IRES_Picorna_2	Aphthovirus internal ribosome entry site (IRES)	Cis-reg; IRES;	462
RF00211	SNORD35	Small nucleolar RNA SNORD35	Gene; snRNA; snoRNA; CD-box;	88
RF00212	SNORD38	Small nucleolar RNA SNORD38	Gene; snRNA; snoRNA; CD-box;	70
RF00213	snoR38	Small nucleolar RNA R38	Gene; snRNA; snoRNA; CD-box;	91
RF00214	Retro_dr1	Retrovirus direct repeat 1 (dr1)	Cis-reg;	90
RF00215	Tombus_3_III	Tombus virus defective interfering (DI) RNA region 3	Cis-reg;	70
RF00216	IRES_c-myc	c-myc internal ribosome entry site (IRES)	Cis-reg; IRES;	302
RF00217	SNORD20	Small nucleolar RNA SNORD20	Gene; snRNA; snoRNA; CD-box;	80
RF00218	SNORD46	Small nucleolar RNA SNORD46	Gene; snRNA; snoRNA; CD-box;	104
RF00220	Rhino_CRE	Human rhinovirus internal cis-acting regulatory element (CRE)	Cis-reg;	86
RF00221	SNORD43	Small nucleolar RNA SNORD43	Gene; snRNA; snoRNA; CD-box;	64
RF00222	IRES_Bag1	Bag-1 internal ribosome entry site (IRES)	Cis-reg; IRES;	370
RF00223	IRES_Bip	bip internal ribosome entry site (IRES)	Cis-reg; IRES;	263
RF00224	IRES_FGF2	FGF-2 internal ribosome entry site (IRES)	Cis-reg; IRES;	498
RF00225	IRES_Tobamo	Tobamovirus internal ribosome entry site (IRES)	Cis-reg; IRES;	151
RF00226	IRES_n-myc	n-myc internal ribosome entry site (IRES)	Cis-reg; IRES;	322
RF00227	FIE3	FIE3 (ftz instability element 3') element	Cis-reg;	65
RF00228	IRES_HepA	Hepatitis A virus internal ribosome entry site (IRES)	Cis-reg; IRES;	572
RF00229	IRES_Picorna	Picornavirus internal ribosome entry site (IRES)	Cis-reg; IRES;	252
RF00230	T-box	T-box leader	Cis-reg; leader;	224
RF00231	SCARNA13	Small Cajal body specific RNA 13	Gene; snRNA; snoRNA; scaRNA;	275
RF00232	Spi-1	Spi-1 (PU.1) 5' UTR regulatory element	Cis-reg;	168
RF00233	Tymo_tRNA-like	Tymovirus/Pomovirus/Furovirus tRNA-like 3' UTR element	Cis-reg;	84
RF00234	glmS	glmS glucosamine-6-phosphate activated ribozyme	Cis-reg; riboswitch;	171
RF00235	Plasmid_RNAIII	Plasmid RNAIII	Gene;	131
RF00236	ctRNA_pGA1	ctRNA	Gene; antisense;	79
RF00237	mir-9	mir-9/mir-79 microRNA precursor family	Gene; miRNA;	62
RF00238	ctRNA_pND324	ctRNA	Gene; antisense;	86
RF00239	mir-124	mir-124 microRNA precursor family	Gene; miRNA;	81
RF00240	RNA-OUT	RNA-OUT	Gene; antisense;	70
RF00241	mir-8	mir-8/mir-141/mir-200 microRNA precursor family	Gene; miRNA;	76
RF00242	ctRNA_pT181	ctRNA	Gene; antisense;	94
RF00243	traJ_5	traJ 5' UTR	Cis-reg;	109
RF00244	mir-26	mir-26 microRNA precursor family	Gene; miRNA;	74
RF00245	mir-19	mir-19 microRNA precursor family	Gene; miRNA;	76
RF00246	mir-135	mir-135 microRNA precursor family	Gene; miRNA;	90
RF00247	mir-160	mir-160 microRNA precursor family	Gene; miRNA;	90
RF00248	mir-148	mir-148/mir-152 microRNA precursor family	Gene; miRNA;	87
RF00249	mir-46	mir-46/mir-47/mir-281 microRNA precursor family	Gene; miRNA;	74
RF00250	mir-TAR	Trans-activation response element (TAR)	Gene; miRNA;	61
RF00251	mir-219	mir-219 microRNA precursor family	Gene; miRNA;	71
RF00252	Alfamo_CPB	Alfalfa mosaic virus coat protein binding (CPB) RNA	Cis-reg;	182
RF00253	mir-101	mir-101 microRNA precursor family	Gene; miRNA;	75
RF00254	mir-16	mir-16 microRNA precursor family	Gene; miRNA;	81
RF00255	mir-218	mir-218 microRNA precursor family	Gene; miRNA;	96
RF00256	mir-196	mir-196 microRNA precursor family	Gene; miRNA;	92
RF00257	mir-194	mir-194 microRNA precursor family	Gene; miRNA;	85
RF00258	mir-130	mir-130 microRNA precursor family	Gene; miRNA;	83
RF00259	IFN_gamma	Interferon gamma 5' UTR regulatory element	Cis-reg;	169
RF00260	HepC_CRE	Hepatitis C virus (HCV) cis-acting replication element (CRE)	Cis-reg;	51
RF00261	IRES_L-myc	L-myc internal ribosome entry site (IRES)	Cis-reg; IRES;	221
RF00262	sar	sar RNA	Gene; antisense;	68
RF00263	SNORA68	Small nucleolar RNA SNORA68	Gene; snRNA; snoRNA; HACA-box;	133
RF00264	SNORA64	Small nucleolar RNA SNORA64/SNORA10 family	Gene; snRNA; snoRNA; HACA-box;	134
RF00265	SNORA69	Small nucleolar RNA SNORA69	Gene; snRNA; snoRNA; HACA-box;	132
RF00266	snoZ17	Small nucleolar RNA Z17	Gene; snRNA; snoRNA; CD-box;	71
RF00267	snoR64	Small nucleolar RNA R64/Z200 family	Gene; snRNA; snoRNA; CD-box;	94
RF00268	snoZ7	Small nucleolar RNA snoZ7/snoR77	Gene; snRNA; snoRNA; CD-box;	78
RF00270	SNORD61	Small nucleolar RNA SNORD61	Gene; snRNA; snoRNA; CD-box;	72
RF00271	SNORD60	Small nucleolar RNA SNORD60	Gene; snRNA; snoRNA; CD-box;	83
RF00272	SNORA67	Small nucleolar RNA SNORA67	Gene; snRNA; snoRNA; HACA-box;	143
RF00273	SNORD59	Small nucleolar RNA SNORD59	Gene; snRNA; snoRNA; CD-box;	73
RF00274	SNORD57	Small nucleolar RNA SNORD57	Gene; snRNA; snoRNA; CD-box;	72
RF00275	SNORD56	Small nucleolar RNA SNORD56	Gene; snRNA; snoRNA; CD-box;	71
RF00276	SNORD52	Small nucleolar RNA SNORD52	Gene; snRNA; snoRNA; CD-box;	67
RF00277	SNORD49	Small nucleolar RNA SNORD49	Gene; snRNA; snoRNA; CD-box;	71
RF00278	SNORD50	Small nucleolar RNA SNORD50	Gene; snRNA; snoRNA; CD-box;	72
RF00279	SNORD45	Small nucleolar RNA SNORD45	Gene; snRNA; snoRNA; CD-box;	81
RF00280	SNORD51	Small nucleolar RNA SNORD51	Gene; snRNA; snoRNA; CD-box;	79
RF00281	SNORD47	Small nucleolar RNA SNORD47	Gene; snRNA; snoRNA; CD-box;	77
RF00282	SNORD48	Small nucleolar RNA SNORD48	Gene; snRNA; snoRNA; CD-box;	63
RF00283	SCARNA18	small Cajal body-specific RNA 18	Gene; snRNA; snoRNA; scaRNA;	83
RF00284	SNORD74	Small nucleolar RNA SNORD74	Gene; snRNA; snoRNA; CD-box;	80
RF00285	snoZ6	Z6 small nucleolar RNA	Gene; snRNA; snoRNA; CD-box;	91
RF00286	SCARNA8	Small Cajal body specific RNA 8	Gene; snRNA; snoRNA; scaRNA;	131
RF00287	SNORD44	Small nucleolar RNA SNORD44	Gene; snRNA; snoRNA; CD-box;	61
RF00288	snoZ30	Z30 small nucleolar RNA	Gene; snRNA; snoRNA; CD-box;	97
RF00289	SNORND104	Small nucleolar RNA SNORD104	Gene; snRNA; snoRNA; CD-box;	70
RF00290	BaMV_CRE	Bamboo mosaic potexvirus (BaMV) cis-regulatory element	Cis-reg;	140
RF00291	snoR639	Small nucleolar RNA snoR639/H1	Gene; snRNA; snoRNA; HACA-box;	140
RF00292	snoTBR5	Small nucleolar RNA TBR5	Gene; snRNA; snoRNA; CD-box;	94
RF00293	snoM1	Small nucleolar RNA snoM1	Gene; snRNA; snoRNA; HACA-box;	99
RF00294	snoTBR17	Small nucleolar RNA TBR17	Gene; snRNA; snoRNA; CD-box;	119
RF00295	snoTBR7	Small nucleolar RNA TBR7	Gene; snRNA; snoRNA; CD-box;	76
RF00296	snoR16	Small nucleolar RNA R16	Gene; snRNA; snoRNA; CD-box;	86
RF00300	snoZ221_snoR21b	Small nucleolar RNA Z221/R21b	Gene; snRNA; snoRNA; CD-box;	91
RF00301	snoZ256	Small nucleolar RNA Z256	Gene; snRNA; snoRNA; CD-box;	94
RF00302	SNORA65	Small nucleolar RNA SNORA65	Gene; snRNA; snoRNA; HACA-box;	127
RF00303	snoR86	Small nucleolar RNA snoR86	Gene; snRNA; snoRNA; HACA-box;	123
RF00304	snoZ279_R105_R108	Small nucleolar RNA Z279/snoR105/snoR108	Gene; snRNA; snoRNA; CD-box;	106
RF00305	snoZ248	Small nucleolar RNA Z248	Gene; snRNA; snoRNA; CD-box;	137
RF00306	snoZ178	Small nucleolar RNA Z178	Gene; snRNA; snoRNA; CD-box;	152
RF00307	snoR98	Small nucleolar RNA snoR98	Gene; snRNA; snoRNA; HACA-box;	117
RF00309	snosnR60_Z15	Small nucleolar RNA snR60/Z15/Z230/Z193/J17	Gene; snRNA; snoRNA; CD-box;	98
RF00310	snoZ165	Small nucleolar RNA Z165	Gene; snRNA; snoRNA; CD-box;	92
RF00311	snoZ188	Small nucleolar RNA Z188	Gene; snRNA; snoRNA; CD-box;	123
RF00312	snoZ206	Small nucleolar RNA Z206	Gene; snRNA; snoRNA; CD-box;	129
RF00313	snoZ173	Small nucleolar RNA Z173	Gene; snRNA; snoRNA; CD-box;	107
RF00314	snoZ182	Small nucleolar RNA Z182	Gene; snRNA; snoRNA; CD-box;	92
RF00315	snoJ33	Small nucleolar RNA J33	Gene; snRNA; snoRNA; CD-box;	81
RF00316	snoR43	Small nucleolar RNA R43	Gene; snRNA; snoRNA; CD-box;	73
RF00317	snoZ163	Small nucleolar RNA Z163/Z177 family	Gene; snRNA; snoRNA; CD-box;	90
RF00318	snoZ175	Small nucleolar RNA Z175	Gene; snRNA; snoRNA; CD-box;	81
RF00319	SNORA23	Small nucleolar RNA SNORA23	Gene; snRNA; snoRNA; HACA-box;	184
RF00320	snoZ185	Small nucleolar RNA Z185	Gene; snRNA; snoRNA; CD-box;	86
RF00321	snoZ247	Small nucleolar RNA Z247	Gene; snRNA; snoRNA; CD-box;	139
RF00322	SNORA31	Small nucleolar RNA SNORA31	Gene; snRNA; snoRNA; HACA-box;	130
RF00323	snoR79	Small nucleolar RNA R79	Gene; snRNA; snoRNA; CD-box;	65
RF00324	snoMBII-202	Small nucleolar RNA MBII-202	Gene; snRNA; snoRNA; CD-box;	84
RF00325	SNORD53_SNORD92	Small nucleolar RNA SNORD53/SNORD92	Gene; snRNA; snoRNA; CD-box;	78
RF00326	snoZ155	Small nucleolar RNA Z155	Gene; snRNA; snoRNA; CD-box;	81
RF00327	snoZ194	Small nucleolar RNA Z194	Gene; snRNA; snoRNA; CD-box;	108
RF00328	snoZ161_228	Small nucleolar RNA Z161/Z228	Gene; snRNA; snoRNA; CD-box;	93
RF00329	snoZ162	Small nucleolar RNA Z162	Gene; snRNA; snoRNA; CD-box;	88
RF00330	snoZ43	Small nucleolar RNA Z43	Gene; snRNA; snoRNA; CD-box;	100
RF00331	snoZ169	Small nucleolar RNA Z169	Gene; snRNA; snoRNA; CD-box;	69
RF00332	snoZ266	Small nucleolar RNA Z266	Gene; snRNA; snoRNA; CD-box;	90
RF00333	snoZ157	Small nucleolar RNA Z157/R69/R10	Gene; snRNA; snoRNA; CD-box;	100
RF00334	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family	Gene; snRNA; snoRNA; HACA-box;	131
RF00335	snoZ13_snr52	Small nucleolar RNA Z13/snr52	Gene; snRNA; snoRNA; CD-box;	101
RF00336	snoJ26	Small nucleolar RNA J26	Gene; snRNA; snoRNA; CD-box;	147
RF00337	snoZ112	Small nucleolar RNA Z112	Gene; snRNA; snoRNA; CD-box;	184
RF00338	snoR53	Small nucleolar RNA snR53	Gene; snRNA; snoRNA; CD-box;	91
RF00339	snoR60	Small nucleolar RNA snoR60	Gene; snRNA; snoRNA; CD-box;	72
